timestamp_ms,datetime_utc,funding_rate
1772323200000,2026-03-01T00:00:00Z,0.0001
1772352000000,2026-03-01T08:00:00Z,-0.0001538
1772380800000,2026-03-01T16:00:00Z,-0.0001285
1772409600000,2026-03-02T00:00:00Z,0.00009298
1772438400000,2026-03-02T08:00:00Z,0.00009333
1772467200000,2026-03-02T16:00:00Z,0.00004861
1772496000000,2026-03-03T00:00:00Z,-0.00015735
1772524800000,2026-03-03T08:00:00Z,-0.00008244
1772553600000,2026-03-03T16:00:00Z,0.0000574
1772582400000,2026-03-04T00:00:00Z,0.0001
1772611200000,2026-03-04T08:00:00Z,0.00006712
1772640000000,2026-03-04T16:00:00Z,-0.00011268
1772668800000,2026-03-05T00:00:00Z,-0.00020346
1772697600000,2026-03-05T08:00:00Z,-0.00009084
1772726400000,2026-03-05T16:00:00Z,0.00000379
1772755200000,2026-03-06T00:00:00Z,0.00007286
1772784000000,2026-03-06T08:00:00Z,0.0001
1772812800000,2026-03-06T16:00:00Z,-0.00027646
1772841600000,2026-03-07T00:00:00Z,-0.0002619
1772870400000,2026-03-07T08:00:00Z,-0.00032959
1772899200000,2026-03-07T16:00:00Z,-0.0004955
1772928000000,2026-03-08T00:00:00Z,-0.00103309
1772956800000,2026-03-08T08:00:00Z,-0.0007771
1772985600000,2026-03-08T16:00:00Z,-0.00009758
1773014400000,2026-03-09T00:00:00Z,-0.00023032
1773043200000,2026-03-09T08:00:00Z,-0.00010186
1773072000000,2026-03-09T16:00:00Z,-0.0002313
1773100800000,2026-03-10T00:00:00Z,-0.00013353
1773129600000,2026-03-10T08:00:00Z,-0.00008896
1773158400000,2026-03-10T16:00:00Z,-0.00011615
1773187200000,2026-03-11T00:00:00Z,-0.00036845
1773216000000,2026-03-11T08:00:00Z,-0.00025152
1773244800000,2026-03-11T16:00:00Z,0.00008084
1773273600000,2026-03-12T00:00:00Z,0.00006534
1773302400000,2026-03-12T08:00:00Z,-0.00011672
1773331200000,2026-03-12T16:00:00Z,-0.00033535
1773360000000,2026-03-13T00:00:00Z,0.0001
1773388800000,2026-03-13T08:00:00Z,-0.00012892
1773417600000,2026-03-13T16:00:00Z,-0.00007608
1773446400000,2026-03-14T00:00:00Z,-0.00091382
1773475200000,2026-03-14T08:00:00Z,-0.00131653
1773504000000,2026-03-14T16:00:00Z,-0.00169809
1773532800000,2026-03-15T00:00:00Z,-0.0000848
1773561600000,2026-03-15T08:00:00Z,-0.00071185
1773590400000,2026-03-15T16:00:00Z,-0.00060653
1773619200000,2026-03-16T00:00:00Z,-0.00033316
1773648000000,2026-03-16T08:00:00Z,0.0001
1773676800000,2026-03-16T16:00:00Z,0.0001
1773705600000,2026-03-17T00:00:00Z,0.0001
1773734400000,2026-03-17T08:00:00Z,0.0001
1773763200000,2026-03-17T16:00:00Z,0.0001
1773792000000,2026-03-18T00:00:00Z,0.0001
1773820800000,2026-03-18T08:00:00Z,0.00008572
1773849600000,2026-03-18T16:00:00Z,0.00003902
1773878400000,2026-03-19T00:00:00Z,-0.00020988
1773907200000,2026-03-19T08:00:00Z,0.0001
1773936000000,2026-03-19T16:00:00Z,0.00003369
1773964800000,2026-03-20T00:00:00Z,-0.00002079
1773993600000,2026-03-20T08:00:00Z,0.00001549
1774022400000,2026-03-20T16:00:00Z,-0.00001624
1774051200000,2026-03-21T00:00:00Z,-0.0000268
1774080000000,2026-03-21T08:00:00Z,0.00003804
1774108800000,2026-03-21T16:00:00Z,0.00004099
1774137600000,2026-03-22T00:00:00Z,-0.00002791
1774166400000,2026-03-22T08:00:00Z,0.00002633
1774195200000,2026-03-22T16:00:00Z,0.00006348
1774224000000,2026-03-23T00:00:00Z,-0.00003165
1774252800000,2026-03-23T08:00:00Z,-0.00016092
1774281600000,2026-03-23T16:00:00Z,-0.00033672
1774310400000,2026-03-24T00:00:00Z,-0.00031622
1774339200000,2026-03-24T08:00:00Z,-0.00016775
1774368000000,2026-03-24T16:00:00Z,-0.0003537
1774396800000,2026-03-25T00:00:00Z,-0.00007485
1774425600000,2026-03-25T08:00:00Z,0.0001
1774454400000,2026-03-25T16:00:00Z,-0.0006732
1774483200000,2026-03-26T00:00:00Z,-0.00099809
1774512000000,2026-03-26T08:00:00Z,-0.00002734
1774540800000,2026-03-26T16:00:00Z,0.00009554
1774569600000,2026-03-27T00:00:00Z,0.0001
1774598400000,2026-03-27T08:00:00Z,0.0001
1774627200000,2026-03-27T16:00:00Z,-0.00010192
1774656000000,2026-03-28T00:00:00Z,0.0001
1774684800000,2026-03-28T08:00:00Z,-0.00018081
1774713600000,2026-03-28T16:00:00Z,-0.0000885
1774742400000,2026-03-29T00:00:00Z,-0.00005972
1774771200000,2026-03-29T08:00:00Z,-0.00012931
1774800000000,2026-03-29T16:00:00Z,0.00005352
1774828800000,2026-03-30T00:00:00Z,-0.00004773
1774857600000,2026-03-30T08:00:00Z,-0.00006617
1774886400000,2026-03-30T16:00:00Z,-0.00020976
1774915200000,2026-03-31T00:00:00Z,-0.00026511
1774944000000,2026-03-31T08:00:00Z,-0.0003039
1774972800000,2026-03-31T16:00:00Z,-0.00028375
