timestamp_ms,datetime_utc,funding_rate
1772323200000,2026-03-01T00:00:00Z,0.00003835
1772352000000,2026-03-01T08:00:00Z,0.0001
1772380800000,2026-03-01T16:00:00Z,0.00003358
1772409600000,2026-03-02T00:00:00Z,0.0001
1772438400000,2026-03-02T08:00:00Z,0.0001
1772467200000,2026-03-02T16:00:00Z,0.00005127
1772496000000,2026-03-03T00:00:00Z,-0.00006712
1772524800000,2026-03-03T08:00:00Z,-0.00008733
1772553600000,2026-03-03T16:00:00Z,-0.00001417
1772582400000,2026-03-04T00:00:00Z,-0.00006639
1772611200000,2026-03-04T08:00:00Z,-0.00012192
1772640000000,2026-03-04T16:00:00Z,0.0001
1772668800000,2026-03-05T00:00:00Z,0.0001
1772697600000,2026-03-05T08:00:00Z,0.0001
1772726400000,2026-03-05T16:00:00Z,0.00009016
1772755200000,2026-03-06T00:00:00Z,0.0001
1772784000000,2026-03-06T08:00:00Z,0.00003675
1772812800000,2026-03-06T16:00:00Z,-0.00023433
1772841600000,2026-03-07T00:00:00Z,-0.00008418
1772870400000,2026-03-07T08:00:00Z,-0.00004729
1772899200000,2026-03-07T16:00:00Z,-0.00020944
1772928000000,2026-03-08T00:00:00Z,-0.00010043
1772956800000,2026-03-08T08:00:00Z,-0.0000378
1772985600000,2026-03-08T16:00:00Z,-0.00008903
1773014400000,2026-03-09T00:00:00Z,-0.00003785
1773043200000,2026-03-09T08:00:00Z,0.00005659
1773072000000,2026-03-09T16:00:00Z,0.00009111
1773100800000,2026-03-10T00:00:00Z,-0.00001536
1773129600000,2026-03-10T08:00:00Z,0.0001
1773158400000,2026-03-10T16:00:00Z,0.0001
1773187200000,2026-03-11T00:00:00Z,0.00003591
1773216000000,2026-03-11T08:00:00Z,-0.00006778
1773244800000,2026-03-11T16:00:00Z,0.0000864
1773273600000,2026-03-12T00:00:00Z,0.0001
1773302400000,2026-03-12T08:00:00Z,-0.00009454
1773331200000,2026-03-12T16:00:00Z,0.00008081
1773360000000,2026-03-13T00:00:00Z,0.00002375
1773388800000,2026-03-13T08:00:00Z,0.0001
1773417600000,2026-03-13T16:00:00Z,0.0001
1773446400000,2026-03-14T00:00:00Z,0.00004802
1773475200000,2026-03-14T08:00:00Z,-0.00005289
1773504000000,2026-03-14T16:00:00Z,-0.00016814
1773532800000,2026-03-15T00:00:00Z,-0.00002462
1773561600000,2026-03-15T08:00:00Z,0.00008528
1773590400000,2026-03-15T16:00:00Z,0.00009695
1773619200000,2026-03-16T00:00:00Z,0.00001609
1773648000000,2026-03-16T08:00:00Z,0.0001
1773676800000,2026-03-16T16:00:00Z,0.0001
1773705600000,2026-03-17T00:00:00Z,0.00008135
1773734400000,2026-03-17T08:00:00Z,-0.00005704
1773763200000,2026-03-17T16:00:00Z,0.00006163
1773792000000,2026-03-18T00:00:00Z,-0.00006282
1773820800000,2026-03-18T08:00:00Z,-0.00000412
1773849600000,2026-03-18T16:00:00Z,-0.00008913
1773878400000,2026-03-19T00:00:00Z,-0.00001184
1773907200000,2026-03-19T08:00:00Z,-0.00011697
1773936000000,2026-03-19T16:00:00Z,-0.0001104
1773964800000,2026-03-20T00:00:00Z,0.00003405
1773993600000,2026-03-20T08:00:00Z,0.00000972
1774022400000,2026-03-20T16:00:00Z,0.00000931
1774051200000,2026-03-21T00:00:00Z,0.00003855
1774080000000,2026-03-21T08:00:00Z,0.0001
1774108800000,2026-03-21T16:00:00Z,-0.00001287
1774137600000,2026-03-22T00:00:00Z,-0.00002625
1774166400000,2026-03-22T08:00:00Z,-0.0001325
1774195200000,2026-03-22T16:00:00Z,-0.00023653
1774224000000,2026-03-23T00:00:00Z,0.00004959
1774252800000,2026-03-23T08:00:00Z,-0.00004997
1774281600000,2026-03-23T16:00:00Z,0.00007602
1774310400000,2026-03-24T00:00:00Z,0.00007393
1774339200000,2026-03-24T08:00:00Z,0.00006144
1774368000000,2026-03-24T16:00:00Z,0.0000413
1774396800000,2026-03-25T00:00:00Z,0.0001
1774425600000,2026-03-25T08:00:00Z,0.000011
1774454400000,2026-03-25T16:00:00Z,0.0001
1774483200000,2026-03-26T00:00:00Z,0.0001
1774512000000,2026-03-26T08:00:00Z,0.0000379
1774540800000,2026-03-26T16:00:00Z,-0.00006952
1774569600000,2026-03-27T00:00:00Z,0.0001
1774598400000,2026-03-27T08:00:00Z,-0.00000213
1774627200000,2026-03-27T16:00:00Z,-0.00009008
1774656000000,2026-03-28T00:00:00Z,-0.00013054
1774684800000,2026-03-28T08:00:00Z,0.00001218
1774713600000,2026-03-28T16:00:00Z,-0.00004216
1774742400000,2026-03-29T00:00:00Z,-0.00001086
1774771200000,2026-03-29T08:00:00Z,0.0001
1774800000000,2026-03-29T16:00:00Z,0.00006001
1774828800000,2026-03-30T00:00:00Z,0.00003885
1774857600000,2026-03-30T08:00:00Z,-0.00007432
1774886400000,2026-03-30T16:00:00Z,0.00006786
1774915200000,2026-03-31T00:00:00Z,0.00004355
1774944000000,2026-03-31T08:00:00Z,-0.00004331
1774972800000,2026-03-31T16:00:00Z,-0.00002768
